rnd-78caaa46-3f95-48ec-a12a-4722db98bba0,SIM-00008,PHONE-00010,27/09/2016 07:11:01,16661,cell A,2,REASON 5
rnd-93ac40f2-9407-4430-9c6f-a0ecf0ba7bc6,SIM-00002,PHONE-00006,27/09/2016 07:11:02,13161,cell H,1,REASON 1
rnd-bb1ef57a-23ad-499e-8f8b-f53ca0edba3c,SIM-00006,PHONE-00006,27/09/2016 07:11:03,22161,cell C,2,REASON 1
rnd-d9e8fa47-0b9e-4b38-a5b0-e87a3e3fa0c3,SIM-00010,PHONE-00008,27/09/2016 07:11:04,7461,cell D,2,REASON 10
rnd-615998b1-5cc3-46db-b59f-fed13ae8d7f8,SIM-00008,PHONE-00003,27/09/2016 07:11:05,361,cell F,2,REASON 2
rnd-42fc9ce6-f5c1-418b-ae9a-cad3ac495aa4,SIM-00010,PHONE-00009,27/09/2016 07:11:07,26761,cell H,1,REASON 3
rnd-b4d6d8f0-376b-4e51-a67e-4d22aa1f1633,SIM-00001,PHONE-00010,27/09/2016 07:11:08,13461,cell I,2,REASON 4
rnd-46cbd9ff-e66f-424c-87e1-baefb42e0512,SIM-00001,PHONE-00009,27/09/2016 07:11:09,7461,cell G,1,REASON 2
rnd-2c629ab0-8fcd-4444-a195-60cd0f402dc5,SIM-00002,PHONE-00008,27/09/2016 07:11:10,20761,cell H,1,REASON 6
rnd-29fb3d9c-397f-4d9f-bb87-0324c0199f62,SIM-00005,PHONE-00008,27/09/2016 07:11:11,22861,cell E,2,REASON 7
rnd-16127f78-5e8f-41ec-a965-cb457c1148f9,SIM-00005,PHONE-00009,27/09/2016 07:11:13,27761,cell F,1,REASON 4
rnd-6ddf0b3a-936e-4240-9b06-23058f797f2a,SIM-00006,PHONE-00001,27/09/2016 07:11:14,28461,cell E,2,REASON 3
rnd-38b730a9-c776-4c88-969c-2e34b5639c4f,SIM-00010,PHONE-00007,27/09/2016 07:11:15,10361,cell C,2,REASON 7
rnd-e9f18164-13a1-48ca-8078-12d44dfcb148,SIM-00004,PHONE-00001,27/09/2016 07:11:16,28661,cell J,1,REASON 3
rnd-e8d03331-84bd-47ea-abba-426fe7c55f26,SIM-00005,PHONE-00005,27/09/2016 07:11:17,18161,cell E,1,REASON 1
rnd-bb014120-6215-4f1c-9d18-6276a2c77d5e,SIM-00004,PHONE-00004,27/09/2016 07:11:19,25561,cell I,2,REASON 10
rnd-8d889e4c-784c-4ec8-8e8a-e3e02091a385,SIM-00002,PHONE-00002,27/09/2016 07:11:20,28661,cell C,2,REASON 10
