rnd-30c32a4f-7049-466e-97e2-512ec92c9c1a,SIM-00007,PHONE-00001,27/09/2016 06:58:16,4961,cell C,2,REASON 10
rnd-b9e9c4cb-cedb-4d72-9592-66b03c1a4803,SIM-00002,PHONE-00006,27/09/2016 06:58:18,19861,cell C,2,REASON 5
rnd-1026fc66-0721-464d-a60a-8775ee226405,SIM-00010,PHONE-00003,27/09/2016 06:58:19,6161,cell H,1,REASON 6
rnd-2fd6c6fb-b821-477d-b16c-201922ad78fd,SIM-00003,PHONE-00009,27/09/2016 06:58:20,4361,cell B,2,REASON 10
rnd-0071c185-5eee-43e6-ab9e-3ee78ac164b8,SIM-00008,PHONE-00007,27/09/2016 06:58:21,25361,cell G,1,REASON 8
rnd-2d70190d-4b16-47f3-8818-b5936d112860,SIM-00010,PHONE-00005,27/09/2016 06:58:22,6861,cell F,2,REASON 10
rnd-d88eaf44-597a-43b7-97a7-b96149076973,SIM-00004,PHONE-00005,27/09/2016 06:58:24,661,cell A,1,REASON 4
rnd-9b10ceee-9dd2-42ea-b09c-e2a281f5b2c1,SIM-00006,PHONE-00005,27/09/2016 06:58:25,5461,cell B,2,REASON 2
rnd-440a3f1b-eb60-4940-b75c-5e12c6d91633,SIM-00002,PHONE-00007,27/09/2016 06:58:26,1361,cell I,1,REASON 4
rnd-11949f9f-d5d0-42aa-966a-b997bdaf5d07,SIM-00010,PHONE-00010,27/09/2016 06:58:27,22261,cell D,2,REASON 2
rnd-81851c96-d8b7-4bbd-ab01-acfec97f3eb6,SIM-00009,PHONE-00001,27/09/2016 06:58:28,11661,cell F,1,REASON 4
rnd-969cb04a-c5a9-44ac-a44b-5da1b76c57d0,SIM-00002,PHONE-00008,27/09/2016 06:58:30,14361,cell F,1,REASON 1
rnd-30820189-f925-4316-9c53-c1304bd80c3e,SIM-00001,PHONE-00003,27/09/2016 06:58:31,12461,cell A,1,REASON 7
rnd-98241adf-14f2-4020-ae5d-1dc14f85073d,SIM-00006,PHONE-00009,27/09/2016 06:58:32,25361,cell J,1,REASON 1
rnd-f9e14bb4-db8b-43c6-90ff-edcfb3c33e8a,SIM-00004,PHONE-00004,27/09/2016 06:58:33,11561,cell H,1,REASON 7
rnd-05ebb24e-8e2d-4333-bf9f-44a20a89d390,SIM-00001,PHONE-00005,27/09/2016 06:58:34,8661,cell E,1,REASON 4
rnd-8c7ef270-97eb-4773-a835-3d6e7c8725a6,SIM-00005,PHONE-00008,27/09/2016 06:58:36,6061,cell E,1,REASON 10
rnd-899f837d-386a-4c8b-9416-f85b72adb1cb,SIM-00008,PHONE-00003,27/09/2016 06:58:37,24261,cell G,2,REASON 8
rnd-8c07a6ce-aad9-42d8-b199-916c3c810f07,SIM-00008,PHONE-00002,27/09/2016 06:58:38,8661,cell D,2,REASON 4
rnd-22419425-ddbb-4ab9-ae68-04e7eac5baa4,SIM-00009,PHONE-00010,27/09/2016 06:58:39,13261,cell C,1,REASON 7
rnd-b3cf450d-67a7-46da-b73b-22e7398e767c,SIM-00001,PHONE-00009,27/09/2016 06:58:40,15461,cell E,2,REASON 8
rnd-46510209-4f21-403e-b8ea-31ac9762537f,SIM-00007,PHONE-00007,27/09/2016 06:58:42,28761,cell F,1,REASON 7
rnd-95600ea0-05ef-4f44-b707-de8208a09be5,SIM-00002,PHONE-00001,27/09/2016 06:58:43,19461,cell F,2,REASON 10
rnd-889bc939-d456-4ff4-baef-ef361c3558b5,SIM-00004,PHONE-00008,27/09/2016 06:58:44,15161,cell F,1,REASON 5
